[14:35:28] [main/INFO]: ModLauncher running: args [--username, Yuu144Y, --version, forge-47.3.0, --gameDir, C:\Users\Yuu14\curseforge\minecraft\Instances\144Craft, --assetsDir, C:\Users\Yuu14\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 0fffc02a5c5649299daea19b9ee969a0, --accessToken, ????????, --clientId, MzhlZmZiMGItZGU3MC00NDQ1LTkwOGItNjVhY2I3YmY2ZWI5, --xuid, 2535408374808481, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\Yuu14\curseforge\minecraft\Install\quickPlay\java\1739712926884.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[14:35:28] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[14:35:29] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[14:35:29] [main/INFO]: Trying GL version 4.6
[14:35:30] [main/INFO]: Requested GL version 4.6 got version 4.6
[14:35:30] [main/INFO]: Mixin Transmogrifier is definitely up to no good...
[14:35:30] [main/INFO]: crimes against java were committed
[14:35:30] [main/INFO]: Original mixin transformation service successfully crobbed by mixin-transmogrifier!
[14:35:30] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/Yuu14/curseforge/minecraft/Instances/144Craft/mods/Connector-1.0.0-beta.46+1.20.1.jar%23384%23387!/ Service=ModLauncher Env=CLIENT
[14:35:30] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 3070 Ti/PCIe/SSE2 GL version 4.6.0 NVIDIA 566.36, NVIDIA Corporation
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=14,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=12,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=13,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=13,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=3,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=14,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=11,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=2,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=5,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=15,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=9,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=15,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=6,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=12,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=8,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=0,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=7,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=4,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=5,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=6,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=10,roof=true'
[14:36:11] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=1,roof=true'
[14:36:12] [Forge Version Check/INFO]: [embeddium_extra] Found status: OUTDATED Current: 0.5.4.3+mc1.20.1-build.121 Target: 0.5.4.4+mc1.20.1-build.131
[14:36:12] [Forge Version Check/INFO]: [ad_astra] Starting version check at https://api.modrinth.com/updates/3ufwT9JF/forge_updates.json
[14:36:12] [Render thread/INFO]: Initializing Patchouli custom templates...
[14:36:12] [Forge Version Check/INFO]: [ad_astra] Found status: UP_TO_DATE Current: 1.15.19 Target: null
[14:36:12] [Forge Version Check/INFO]: [cyclopscore] Starting version check at https://raw.githubusercontent.com/CyclopsMC/Versions/master/forge_update/cyclops-core.json
[14:36:12] [Forge Version Check/INFO]: [cyclopscore] Found status: OUTDATED Current: 1.19.5 Target: 1.19.6
[14:36:12] [Forge Version Check/INFO]: [controlling] Starting version check at https://updates.blamejared.com/get?n=controlling&gv=1.20.1
[14:36:12] [Render thread/INFO]: Loading Xaero's World Map - Stage 2/2
[14:36:12] [Render thread/INFO]: New world map region cache hash code: 605815915
[14:36:12] [Render thread/INFO]: Registered player tracker system: map_synced
[14:36:12] [Render thread/INFO]: No Optifine!
[14:36:12] [Render thread/INFO]: Xaero's World Map: No Vivecraft!
[14:36:12] [Render thread/INFO]: Xaero's World Map: Framed Blocks found!
[14:36:12] [Render thread/INFO]: Xaero's World Map: Iris found!
[14:36:12] [Forge Version Check/INFO]: [controlling] Found status: BETA Current: 12.0.2 Target: 12.0.2
[14:36:12] [Forge Version Check/INFO]: [bookshelf] Starting version check at https://updates.blamejared.com/get?n=bookshelf&gv=1.20.1
[14:36:12] [Forge Version Check/INFO]: [bookshelf] Found status: BETA Current: 20.2.13 Target: 20.2.13
[14:36:12] [Forge Version Check/INFO]: [mcwdoors] Starting version check at https://raw.githubusercontent.com/sketchmacaw/macawsmods/master/doors.json
[14:36:12] [Forge Version Check/INFO]: [mcwdoors] Found status: UP_TO_DATE Current: 1.1.1 Target: null
[14:36:12] [Forge Version Check/INFO]: [twilightforest] Starting version check at https://gh.tamaized.com/TeamTwilight/twilightforest/update.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:grudbone' referenced from: born_in_chaos_v1:gnawed_bones#face=floor,facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/grudbone.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:puddleofintoxication' referenced from: born_in_chaos_v1:puddleofintoxication#waterlogged=true: java.io.FileNotFoundException: minecraft:models/puddleofintoxication.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:houndtrap' referenced from: born_in_chaos_v1:hound_trap#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/houndtrap.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:houndtrapserried' referenced from: born_in_chaos_v1:closed_hound_trap#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/houndtrapserried.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:shellspikes' referenced from: born_in_chaos_v1:spiny_shell_trap#waterlogged=true: java.io.FileNotFoundException: minecraft:models/shellspikes.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:puddleofstimulation' referenced from: born_in_chaos_v1:puddleof_stimulation#waterlogged=true: java.io.FileNotFoundException: minecraft:models/puddleofstimulation.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:tombstonedarktitan' referenced from: born_in_chaos_v1:tombstone_dark_titan_066#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/tombstonedarktitan.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:tombstonepetasi' referenced from: born_in_chaos_v1:tombstone_petasi#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/tombstonepetasi.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:tombstonewise' referenced from: born_in_chaos_v1:tombstone_2003wise#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/tombstonewise.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:tombstoneorion' referenced from: born_in_chaos_v1:tombstone_orion#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/tombstoneorion.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:cobwebcover' referenced from: born_in_chaos_v1:cobweb_cover#: java.io.FileNotFoundException: minecraft:models/cobwebcover.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:lifestealerskull' referenced from: born_in_chaos_v1:lifestealer_skull#face=floor,facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/lifestealerskull.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:tombstonederivas' referenced from: born_in_chaos_v1:tombstone_derivas#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/tombstonederivas.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:tombstonefubukibanzai' referenced from: born_in_chaos_v1:tombstone_fubuki_banzai#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/tombstonefubukibanzai.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Unable to load model: 'minecraft:rotteninfernalpumpkin' referenced from: born_in_chaos_v1:rotten_infernal_pumpkin#facing=north,waterlogged=true: java.io.FileNotFoundException: minecraft:models/rotteninfernalpumpkin.json
[14:36:12] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'bigreactors:blockstates/energizerstatus.json' missing model for variant: 'bigreactors:energizerstatus#'
[14:36:12] [Forge Version Check/INFO]: [twilightforest] Found status: AHEAD Current: 4.3.2508 Target: null
[14:36:12] [Forge Version Check/INFO]: [create_connected] Starting version check at https://raw.githubusercontent.com/hlysine/create_connected/main/update.json
[14:36:12] [Forge Version Check/INFO]: [create_connected] Found status: OUTDATED Current: 0.9.2-mc1.20.1 Target: 0.9.4-mc1.20.1
[14:36:12] [Forge Version Check/INFO]: [commoncapabilities] Starting version check at https://raw.githubusercontent.com/CyclopsMC/Versions/master/forge_update/common-capabilities.json
[14:36:12] [Forge Version Check/INFO]: [commoncapabilities] Found status: OUTDATED Current: 2.9.3 Target: 2.9.4
[14:36:12] [Forge Version Check/INFO]: [mcwfences] Starting version check at https://raw.githubusercontent.com/sketchmacaw/macawsmods/master/fences.json
[14:36:12] [Forge Version Check/INFO]: [mcwfences] Found status: UP_TO_DATE Current: 1.1.2 Target: null
[14:36:12] [Forge Version Check/INFO]: [thermal_expansion] Starting version check at https://raw.github.com/cofh/version/main/thermal/update_expansion.json
[14:36:13] [Forge Version Check/INFO]: [thermal_expansion] Found status: UP_TO_DATE Current: 11.0.1 Target: null
[14:36:13] [Forge Version Check/INFO]: [runelic] Starting version check at https://updates.blamejared.com/get?n=runelic&gv=1.20.1
[14:36:13] [Forge Version Check/INFO]: [runelic] Found status: BETA Current: 18.0.2 Target: 18.0.2
[14:36:13] [Forge Version Check/INFO]: [bigreactors] Starting version check at https://raw.githubusercontent.com/ZeroNoRyouki/ModUpdates/master/ExtremeReactors2.json
[14:36:13] [Forge Version Check/INFO]: [bigreactors] Found status: OUTDATED Current: 1.20.1-2.0.90 Target: 1.20.1-2.0.91
[14:36:13] [Forge Version Check/INFO]: [cyclic] Starting version check at https://raw.githubusercontent.com/Lothrazar/cyclic/trunk/1.20.1/update.json
[14:36:13] [Forge Version Check/INFO]: [cyclic] Found status: BETA Current: 1.13.3 Target: 1.13.0
[14:36:13] [Forge Version Check/INFO]: [brandonscore] Starting version check at https://version-check.covers1624.net/check/?mod=BrandonsCore&mc=1.20.1
[14:36:13] [Forge Version Check/INFO]: [brandonscore] Found status: BETA Current: 3.2.1.302 Target: 3.2.1.302
[14:36:13] [Forge Version Check/INFO]: [draconicevolution] Starting version check at https://version-check.covers1624.net/check/?mod=Draconic-Evolution&mc=1.20.1
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'allthemodium:block/allthemodium_block' referenced from: allthecompressed:allthemodium_block_1x#: java.io.FileNotFoundException: allthemodium:models/block/allthemodium_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'allthemodium:block/vibranium_block' referenced from: allthecompressed:vibranium_block_1x#: java.io.FileNotFoundException: allthemodium:models/block/vibranium_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'allthemodium:block/unobtainium_block' referenced from: allthecompressed:unobtainium_block_1x#: java.io.FileNotFoundException: allthemodium:models/block/unobtainium_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'allthemodium:block/unobtainium_allthemodium_alloy_block' referenced from: allthecompressed:unobtainium_allthemodium_alloy_block_1x#: java.io.FileNotFoundException: allthemodium:models/block/unobtainium_allthemodium_alloy_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'allthemodium:block/unobtainium_vibranium_alloy_block' referenced from: allthecompressed:unobtainium_vibranium_alloy_block_1x#: java.io.FileNotFoundException: allthemodium:models/block/unobtainium_vibranium_alloy_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'allthemodium:block/vibranium_allthemodium_alloy_block' referenced from: allthecompressed:vibranium_allthemodium_alloy_block_1x#: java.io.FileNotFoundException: allthemodium:models/block/vibranium_allthemodium_alloy_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'allthemodium:block/ancient_stone' referenced from: allthecompressed:ancient_stone_1x#: java.io.FileNotFoundException: allthemodium:models/block/ancient_stone.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'allthemodium:block/ancient_log_0' referenced from: allthecompressed:ancient_log_0_1x#: java.io.FileNotFoundException: allthemodium:models/block/ancient_log_0.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'botania:block/blaze_block' referenced from: allthecompressed:blaze_block_1x#: java.io.FileNotFoundException: botania:models/block/blaze_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'enderio:block/copper_alloy_block' referenced from: allthecompressed:copper_alloy_block_1x#: java.io.FileNotFoundException: enderio:models/block/copper_alloy_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'enderio:block/energetic_alloy_block' referenced from: allthecompressed:energetic_alloy_block_1x#: java.io.FileNotFoundException: enderio:models/block/energetic_alloy_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'enderio:block/vibrant_alloy_block' referenced from: allthecompressed:vibrant_alloy_block_1x#: java.io.FileNotFoundException: enderio:models/block/vibrant_alloy_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'enderio:block/redstone_alloy_block' referenced from: allthecompressed:redstone_alloy_block_1x#: java.io.FileNotFoundException: enderio:models/block/redstone_alloy_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'enderio:block/conductive_alloy_block' referenced from: allthecompressed:conductive_alloy_block_1x#: java.io.FileNotFoundException: enderio:models/block/conductive_alloy_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'enderio:block/pulsating_alloy_block' referenced from: allthecompressed:pulsating_alloy_block_1x#: java.io.FileNotFoundException: enderio:models/block/pulsating_alloy_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'enderio:block/dark_steel_block' referenced from: allthecompressed:dark_steel_block_1x#: java.io.FileNotFoundException: enderio:models/block/dark_steel_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'enderio:block/soularium_block' referenced from: allthecompressed:soularium_block_1x#: java.io.FileNotFoundException: enderio:models/block/soularium_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Unable to load model: 'enderio:block/end_steel_block' referenced from: allthecompressed:end_steel_block_1x#: java.io.FileNotFoundException: enderio:models/block/end_steel_block.json
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/compacting_drawers_2.json' missing model for variant: 'storagedrawers:compacting_drawers_2#facing=north,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/compacting_drawers_2.json' missing model for variant: 'storagedrawers:compacting_drawers_2#facing=west,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/compacting_drawers_2.json' missing model for variant: 'storagedrawers:compacting_drawers_2#facing=east,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/compacting_drawers_2.json' missing model for variant: 'storagedrawers:compacting_drawers_2#facing=south,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/compacting_half_drawers_2.json' missing model for variant: 'storagedrawers:compacting_half_drawers_2#facing=west,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/compacting_half_drawers_2.json' missing model for variant: 'storagedrawers:compacting_half_drawers_2#facing=north,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/compacting_half_drawers_2.json' missing model for variant: 'storagedrawers:compacting_half_drawers_2#facing=east,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/compacting_half_drawers_2.json' missing model for variant: 'storagedrawers:compacting_half_drawers_2#facing=south,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/framed_compacting_drawers_2.json' missing model for variant: 'storagedrawers:framed_compacting_drawers_2#facing=north,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/framed_compacting_drawers_2.json' missing model for variant: 'storagedrawers:framed_compacting_drawers_2#facing=east,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/framed_compacting_drawers_2.json' missing model for variant: 'storagedrawers:framed_compacting_drawers_2#facing=west,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/framed_compacting_drawers_2.json' missing model for variant: 'storagedrawers:framed_compacting_drawers_2#facing=south,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/framed_compacting_half_drawers_2.json' missing model for variant: 'storagedrawers:framed_compacting_half_drawers_2#facing=north,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/framed_compacting_half_drawers_2.json' missing model for variant: 'storagedrawers:framed_compacting_half_drawers_2#facing=south,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/framed_compacting_half_drawers_2.json' missing model for variant: 'storagedrawers:framed_compacting_half_drawers_2#facing=east,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/framed_compacting_half_drawers_2.json' missing model for variant: 'storagedrawers:framed_compacting_half_drawers_2#facing=west,slots=open3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_indicator.json' missing model for variant: 'storagedrawers:meta_indicator#facing=west,half=true,slots=3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_indicator.json' missing model for variant: 'storagedrawers:meta_indicator#facing=north,half=true,slots=3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_indicator.json' missing model for variant: 'storagedrawers:meta_indicator#facing=north,half=false,slots=3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_indicator.json' missing model for variant: 'storagedrawers:meta_indicator#facing=west,half=false,slots=3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_indicator.json' missing model for variant: 'storagedrawers:meta_indicator#facing=south,half=true,slots=3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_indicator.json' missing model for variant: 'storagedrawers:meta_indicator#facing=south,half=false,slots=3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_indicator.json' missing model for variant: 'storagedrawers:meta_indicator#facing=east,half=true,slots=3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_indicator.json' missing model for variant: 'storagedrawers:meta_indicator#facing=east,half=false,slots=3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=south,half=false,slots=4'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=east,half=false,slots=1'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=east,half=false,slots=4'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=west,half=false,slots=4'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=east,half=true,slots=4'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=east,half=true,slots=1'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=south,half=false,slots=1'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=south,half=true,slots=4'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=south,half=true,slots=1'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=north,half=false,slots=4'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=north,half=true,slots=1'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=west,half=true,slots=4'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=north,half=true,slots=4'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=west,half=true,slots=1'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=west,half=false,slots=1'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_comp_indicator.json' missing model for variant: 'storagedrawers:meta_comp_indicator#facing=north,half=false,slots=1'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_framed_drawers_side.json' missing model for variant: 'storagedrawers:meta_framed_drawers_side#facing=east,half=true,slots=3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_framed_drawers_side.json' missing model for variant: 'storagedrawers:meta_framed_drawers_side#facing=east,half=false,slots=3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_framed_drawers_side.json' missing model for variant: 'storagedrawers:meta_framed_drawers_side#facing=north,half=true,slots=3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_framed_drawers_side.json' missing model for variant: 'storagedrawers:meta_framed_drawers_side#facing=west,half=true,slots=3'
[14:36:13] [Worker-ResourceReload-14/WARN]: Exception loading blockstate definition: 'storagedrawers:blockstates/meta_framed_drawers_side.json' missing model for variant: 'storagedrawers:meta_framed_drawers_side#facing=north,half=false,slots=3'
